fold,corpus,original_split,role,uid,filepath,filename,stem,dataset,language,speech_style,corpus_type,emotion_original,emotion,label,speaker,speaker_original,gender,source_split,dialog_context,dialog_emoA,dialog_emoB,is_augmented,ravdess_modality,ravdess_vocal_channel,ravdess_emotion_code,ravdess_intensity,ravdess_statement,ravdess_repetition,ravdess_actor,resd_utt_id,file_exists,split,original_n_samples,target_n_samples,original_duration_sec,target_duration_sec,was_cropped,was_padded,crop_start_sample,crop_end_sample,cropped_samples,padded_samples,cropped_seconds,padded_seconds,padding_mode
heldout_emodb,ravdess,train,source_train,utt_000872,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-05-01-02-01-04.wav,03-01-05-01-02-01-04.wav,03-01-05-01-02-01-04,ravdess,english,monologue,acted_controlled,angry,angry,0,4,4,female,all,monologue,angry,angry,False,3.0,1.0,5.0,1.0,2.0,1.0,4.0,,True,train,55522,64000,3.470125,4.0,False,True,0,55522,0,8478,0.0,0.529875,reflect
heldout_emodb,ravdess,train,source_train,utt_000873,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-05-01-02-02-04.wav,03-01-05-01-02-02-04.wav,03-01-05-01-02-02-04,ravdess,english,monologue,acted_controlled,angry,angry,0,4,4,female,all,monologue,angry,angry,False,3.0,1.0,5.0,1.0,2.0,2.0,4.0,,True,train,59793,64000,3.7370625,4.0,False,True,0,59793,0,4207,0.0,0.2629375,reflect
heldout_emodb,ravdess,train,source_train,utt_000874,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-05-02-01-01-04.wav,03-01-05-02-01-01-04.wav,03-01-05-02-01-01-04,ravdess,english,monologue,acted_controlled,angry,angry,0,4,4,female,all,monologue,angry,angry,False,3.0,1.0,5.0,2.0,1.0,1.0,4.0,,True,train,60327,64000,3.7704375,4.0,False,True,0,60327,0,3673,0.0,0.2295625,reflect
heldout_emodb,ravdess,train,source_train,utt_000875,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-05-02-01-02-04.wav,03-01-05-02-01-02-04.wav,03-01-05-02-01-02-04,ravdess,english,monologue,acted_controlled,angry,angry,0,4,4,female,all,monologue,angry,angry,False,3.0,1.0,5.0,2.0,1.0,2.0,4.0,,True,train,61929,64000,3.8705625,4.0,False,True,0,61929,0,2071,0.0,0.1294375,reflect
heldout_emodb,ravdess,train,source_train,utt_000876,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-05-02-02-01-04.wav,03-01-05-02-02-01-04.wav,03-01-05-02-02-01-04,ravdess,english,monologue,acted_controlled,angry,angry,0,4,4,female,all,monologue,angry,angry,False,3.0,1.0,5.0,2.0,2.0,1.0,4.0,,True,train,59259,64000,3.7036875,4.0,False,True,0,59259,0,4741,0.0,0.2963125,reflect
heldout_emodb,ravdess,train,source_train,utt_000877,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-05-02-02-02-04.wav,03-01-05-02-02-02-04.wav,03-01-05-02-02-02-04,ravdess,english,monologue,acted_controlled,angry,angry,0,4,4,female,all,monologue,angry,angry,False,3.0,1.0,5.0,2.0,2.0,2.0,4.0,,True,train,61395,64000,3.8371875,4.0,False,True,0,61395,0,2605,0.0,0.1628125,reflect
heldout_emodb,ravdess,train,source_train,utt_000878,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-06-01-01-01-04.wav,03-01-06-01-01-01-04.wav,03-01-06-01-01-01-04,ravdess,english,monologue,acted_controlled,fear,fear,2,4,4,female,all,monologue,fear,fear,False,3.0,1.0,6.0,1.0,1.0,1.0,4.0,,True,train,52853,64000,3.3033125,4.0,False,True,0,52853,0,11147,0.0,0.6966875,reflect
heldout_emodb,ravdess,train,source_train,utt_000879,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-06-01-01-02-04.wav,03-01-06-01-01-02-04.wav,03-01-06-01-01-02-04,ravdess,english,monologue,acted_controlled,fear,fear,2,4,4,female,all,monologue,fear,fear,False,3.0,1.0,6.0,1.0,1.0,2.0,4.0,,True,train,51786,64000,3.236625,4.0,False,True,0,51786,0,12214,0.0,0.763375,reflect
heldout_emodb,ravdess,train,source_train,utt_000880,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-06-01-02-01-04.wav,03-01-06-01-02-01-04.wav,03-01-06-01-02-01-04,ravdess,english,monologue,acted_controlled,fear,fear,2,4,4,female,all,monologue,fear,fear,False,3.0,1.0,6.0,1.0,2.0,1.0,4.0,,True,train,55522,64000,3.470125,4.0,False,True,0,55522,0,8478,0.0,0.529875,reflect
heldout_emodb,ravdess,train,source_train,utt_000881,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-06-01-02-02-04.wav,03-01-06-01-02-02-04.wav,03-01-06-01-02-02-04,ravdess,english,monologue,acted_controlled,fear,fear,2,4,4,female,all,monologue,fear,fear,False,3.0,1.0,6.0,1.0,2.0,2.0,4.0,,True,train,55522,64000,3.470125,4.0,False,True,0,55522,0,8478,0.0,0.529875,reflect
heldout_emodb,ravdess,train,source_train,utt_000882,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-06-02-01-01-04.wav,03-01-06-02-01-01-04.wav,03-01-06-02-01-01-04,ravdess,english,monologue,acted_controlled,fear,fear,2,4,4,female,all,monologue,fear,fear,False,3.0,1.0,6.0,2.0,1.0,1.0,4.0,,True,train,62997,64000,3.9373125,4.0,False,True,0,62997,0,1003,0.0,0.0626875,reflect
heldout_emodb,ravdess,train,source_train,utt_000883,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-06-02-01-02-04.wav,03-01-06-02-01-02-04.wav,03-01-06-02-01-02-04,ravdess,english,monologue,acted_controlled,fear,fear,2,4,4,female,all,monologue,fear,fear,False,3.0,1.0,6.0,2.0,1.0,2.0,4.0,,True,train,54455,64000,3.4034375,4.0,False,True,0,54455,0,9545,0.0,0.5965625,reflect
heldout_emodb,ravdess,train,source_train,utt_000884,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-06-02-02-01-04.wav,03-01-06-02-02-01-04.wav,03-01-06-02-02-01-04,ravdess,english,monologue,acted_controlled,fear,fear,2,4,4,female,all,monologue,fear,fear,False,3.0,1.0,6.0,2.0,2.0,1.0,4.0,,True,train,57658,64000,3.603625,4.0,False,True,0,57658,0,6342,0.0,0.396375,reflect
heldout_emodb,ravdess,train,source_train,utt_000885,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-06-02-02-02-04.wav,03-01-06-02-02-02-04.wav,03-01-06-02-02-02-04,ravdess,english,monologue,acted_controlled,fear,fear,2,4,4,female,all,monologue,fear,fear,False,3.0,1.0,6.0,2.0,2.0,2.0,4.0,,True,train,57124,64000,3.57025,4.0,False,True,0,57124,0,6876,0.0,0.42975,reflect
heldout_emodb,ravdess,train,source_train,utt_000886,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-07-01-01-01-04.wav,03-01-07-01-01-01-04.wav,03-01-07-01-01-01-04,ravdess,english,monologue,acted_controlled,disgust,disgust,1,4,4,female,all,monologue,disgust,disgust,False,3.0,1.0,7.0,1.0,1.0,1.0,4.0,,True,train,62463,64000,3.9039375,4.0,False,True,0,62463,0,1537,0.0,0.0960625,reflect
heldout_emodb,ravdess,train,source_train,utt_000887,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-07-01-01-02-04.wav,03-01-07-01-01-02-04.wav,03-01-07-01-01-02-04,ravdess,english,monologue,acted_controlled,disgust,disgust,1,4,4,female,all,monologue,disgust,disgust,False,3.0,1.0,7.0,1.0,1.0,2.0,4.0,,True,train,62463,64000,3.9039375,4.0,False,True,0,62463,0,1537,0.0,0.0960625,reflect
heldout_emodb,ravdess,train,source_train,utt_000888,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-07-01-02-01-04.wav,03-01-07-01-02-01-04.wav,03-01-07-01-02-01-04,ravdess,english,monologue,acted_controlled,disgust,disgust,1,4,4,female,all,monologue,disgust,disgust,False,3.0,1.0,7.0,1.0,2.0,1.0,4.0,,True,train,60327,64000,3.7704375,4.0,False,True,0,60327,0,3673,0.0,0.2295625,reflect
heldout_emodb,ravdess,train,source_train,utt_000889,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-07-01-02-02-04.wav,03-01-07-01-02-02-04.wav,03-01-07-01-02-02-04,ravdess,english,monologue,acted_controlled,disgust,disgust,1,4,4,female,all,monologue,disgust,disgust,False,3.0,1.0,7.0,1.0,2.0,2.0,4.0,,True,train,60861,64000,3.8038125,4.0,False,True,0,60861,0,3139,0.0,0.1961875,reflect
heldout_emodb,ravdess,train,source_train,utt_000890,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-07-02-01-01-04.wav,03-01-07-02-01-01-04.wav,03-01-07-02-01-01-04,ravdess,english,monologue,acted_controlled,disgust,disgust,1,4,4,female,all,monologue,disgust,disgust,False,3.0,1.0,7.0,2.0,1.0,1.0,4.0,,True,train,64064,64000,4.004,4.0,True,False,32,64032,64,0,0.004,0.0,none
heldout_emodb,ravdess,train,source_train,utt_000891,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-07-02-01-02-04.wav,03-01-07-02-01-02-04.wav,03-01-07-02-01-02-04,ravdess,english,monologue,acted_controlled,disgust,disgust,1,4,4,female,all,monologue,disgust,disgust,False,3.0,1.0,7.0,2.0,1.0,2.0,4.0,,True,train,64598,64000,4.037375,4.0,True,False,299,64299,598,0,0.037375,0.0,none
heldout_emodb,ravdess,train,source_train,utt_000892,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-07-02-02-01-04.wav,03-01-07-02-02-01-04.wav,03-01-07-02-02-01-04,ravdess,english,monologue,acted_controlled,disgust,disgust,1,4,4,female,all,monologue,disgust,disgust,False,3.0,1.0,7.0,2.0,2.0,1.0,4.0,,True,train,61929,64000,3.8705625,4.0,False,True,0,61929,0,2071,0.0,0.1294375,reflect
heldout_emodb,ravdess,train,source_train,utt_000893,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-07-02-02-02-04.wav,03-01-07-02-02-02-04.wav,03-01-07-02-02-02-04,ravdess,english,monologue,acted_controlled,disgust,disgust,1,4,4,female,all,monologue,disgust,disgust,False,3.0,1.0,7.0,2.0,2.0,2.0,4.0,,True,train,62997,64000,3.9373125,4.0,False,True,0,62997,0,1003,0.0,0.0626875,reflect
heldout_emodb,ravdess,train,source_train,utt_000894,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_05/03-01-01-01-01-01-05.wav,03-01-01-01-01-01-05.wav,03-01-01-01-01-01-05,ravdess,english,monologue,acted_controlled,neutral,neutral,4,5,5,male,all,monologue,neutral,neutral,False,3.0,1.0,1.0,1.0,1.0,1.0,5.0,,True,train,57658,64000,3.603625,4.0,False,True,0,57658,0,6342,0.0,0.396375,reflect
heldout_emodb,ravdess,train,source_train,utt_000895,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_05/03-01-01-01-01-02-05.wav,03-01-01-01-01-02-05.wav,03-01-01-01-01-02-05,ravdess,english,monologue,acted_controlled,neutral,neutral,4,5,5,male,all,monologue,neutral,neutral,False,3.0,1.0,1.0,1.0,1.0,2.0,5.0,,True,train,58192,64000,3.637,4.0,False,True,0,58192,0,5808,0.0,0.363,reflect
heldout_emodb,ravdess,train,source_train,utt_000896,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_05/03-01-01-01-02-01-05.wav,03-01-01-01-02-01-05.wav,03-01-01-01-02-01-05,ravdess,english,monologue,acted_controlled,neutral,neutral,4,5,5,male,all,monologue,neutral,neutral,False,3.0,1.0,1.0,1.0,2.0,1.0,5.0,,True,train,49650,64000,3.103125,4.0,False,True,0,49650,0,14350,0.0,0.896875,reflect
heldout_emodb,ravdess,train,source_train,utt_000897,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_05/03-01-01-01-02-02-05.wav,03-01-01-01-02-02-05.wav,03-01-01-01-02-02-05,ravdess,english,monologue,acted_controlled,neutral,neutral,4,5,5,male,all,monologue,neutral,neutral,False,3.0,1.0,1.0,1.0,2.0,2.0,5.0,,True,train,57658,64000,3.603625,4.0,False,True,0,57658,0,6342,0.0,0.396375,reflect
heldout_emodb,ravdess,train,source_train,utt_000898,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_05/03-01-03-01-01-01-05.wav,03-01-03-01-01-01-05.wav,03-01-03-01-01-01-05,ravdess,english,monologue,acted_controlled,happy,happy,3,5,5,male,all,monologue,happy,happy,False,3.0,1.0,3.0,1.0,1.0,1.0,5.0,,True,train,64064,64000,4.004,4.0,True,False,32,64032,64,0,0.004,0.0,none
heldout_emodb,ravdess,train,source_train,utt_000899,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_05/03-01-03-01-01-02-05.wav,03-01-03-01-01-02-05.wav,03-01-03-01-01-02-05,ravdess,english,monologue,acted_controlled,happy,happy,3,5,5,male,all,monologue,happy,happy,False,3.0,1.0,3.0,1.0,1.0,2.0,5.0,,True,train,51785,64000,3.2365625,4.0,False,True,0,51785,0,12215,0.0,0.7634375,reflect
heldout_emodb,ravdess,train,source_train,utt_000900,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_05/03-01-03-01-02-01-05.wav,03-01-03-01-02-01-05.wav,03-01-03-01-02-01-05,ravdess,english,monologue,acted_controlled,happy,happy,3,5,5,male,all,monologue,happy,happy,False,3.0,1.0,3.0,1.0,2.0,1.0,5.0,,True,train,53921,64000,3.3700625,4.0,False,True,0,53921,0,10079,0.0,0.6299375,reflect
heldout_emodb,ravdess,train,source_train,utt_000901,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_05/03-01-03-01-02-02-05.wav,03-01-03-01-02-02-05.wav,03-01-03-01-02-02-05,ravdess,english,monologue,acted_controlled,happy,happy,3,5,5,male,all,monologue,happy,happy,False,3.0,1.0,3.0,1.0,2.0,2.0,5.0,,True,train,60327,64000,3.7704375,4.0,False,True,0,60327,0,3673,0.0,0.2295625,reflect
heldout_emodb,ravdess,train,source_train,utt_000902,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_05/03-01-03-02-01-01-05.wav,03-01-03-02-01-01-05.wav,03-01-03-02-01-01-05,ravdess,english,monologue,acted_controlled,happy,happy,3,5,5,male,all,monologue,happy,happy,False,3.0,1.0,3.0,2.0,1.0,1.0,5.0,,True,train,66200,64000,4.1375,4.0,True,False,1100,65100,2200,0,0.1375,0.0,none
heldout_emodb,ravdess,train,source_train,utt_000903,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_05/03-01-03-02-01-02-05.wav,03-01-03-02-01-02-05.wav,03-01-03-02-01-02-05,ravdess,english,monologue,acted_controlled,happy,happy,3,5,5,male,all,monologue,happy,happy,False,3.0,1.0,3.0,2.0,1.0,2.0,5.0,,True,train,61929,64000,3.8705625,4.0,False,True,0,61929,0,2071,0.0,0.1294375,reflect
heldout_emodb,ravdess,train,source_train,utt_000904,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_05/03-01-03-02-02-01-05.wav,03-01-03-02-02-01-05.wav,03-01-03-02-02-01-05,ravdess,english,monologue,acted_controlled,happy,happy,3,5,5,male,all,monologue,happy,happy,False,3.0,1.0,3.0,2.0,2.0,1.0,5.0,,True,train,57658,64000,3.603625,4.0,False,True,0,57658,0,6342,0.0,0.396375,reflect
heldout_emodb,ravdess,train,source_train,utt_000905,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_05/03-01-03-02-02-02-05.wav,03-01-03-02-02-02-05.wav,03-01-03-02-02-02-05,ravdess,english,monologue,acted_controlled,happy,happy,3,5,5,male,all,monologue,happy,happy,False,3.0,1.0,3.0,2.0,2.0,2.0,5.0,,True,train,54455,64000,3.4034375,4.0,False,True,0,54455,0,9545,0.0,0.5965625,reflect
heldout_emodb,ravdess,train,source_train,utt_000906,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_05/03-01-04-01-01-01-05.wav,03-01-04-01-01-01-05.wav,03-01-04-01-01-01-05,ravdess,english,monologue,acted_controlled,sad,sad,5,5,5,male,all,monologue,sad,sad,False,3.0,1.0,4.0,1.0,1.0,1.0,5.0,,True,train,52319,64000,3.2699375,4.0,False,True,0,52319,0,11681,0.0,0.7300625,reflect
