fold,heldout_dataset,source_datasets,role,uid,filepath,filename,stem,dataset,language,speech_style,corpus_type,emotion_original,emotion,label,speaker,speaker_original,gender,source_split,dialog_context,dialog_emoA,dialog_emoB,is_augmented,ravdess_modality,ravdess_vocal_channel,ravdess_emotion_code,ravdess_intensity,ravdess_statement,ravdess_repetition,ravdess_actor,resd_utt_id,file_exists,split,corpus,original_split,file_key
heldout_emodb,emodb,ravdess+resd,source_train,utt_000860,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-03-02-02-01-04.wav,03-01-03-02-02-01-04.wav,03-01-03-02-02-01-04,ravdess,english,monologue,acted_controlled,happy,happy,3,4,4,female,all,monologue,happy,happy,False,3.0,1.0,3.0,2.0,2.0,1.0,4.0,,True,train,ravdess,train,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-03-02-02-01-04.wav
heldout_emodb,emodb,ravdess+resd,source_train,utt_000861,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-03-02-02-02-04.wav,03-01-03-02-02-02-04.wav,03-01-03-02-02-02-04,ravdess,english,monologue,acted_controlled,happy,happy,3,4,4,female,all,monologue,happy,happy,False,3.0,1.0,3.0,2.0,2.0,2.0,4.0,,True,train,ravdess,train,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-03-02-02-02-04.wav
heldout_emodb,emodb,ravdess+resd,source_train,utt_000862,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-04-01-01-01-04.wav,03-01-04-01-01-01-04.wav,03-01-04-01-01-01-04,ravdess,english,monologue,acted_controlled,sad,sad,5,4,4,female,all,monologue,sad,sad,False,3.0,1.0,4.0,1.0,1.0,1.0,4.0,,True,train,ravdess,train,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-04-01-01-01-04.wav
heldout_emodb,emodb,ravdess+resd,source_train,utt_000863,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-04-01-01-02-04.wav,03-01-04-01-01-02-04.wav,03-01-04-01-01-02-04,ravdess,english,monologue,acted_controlled,sad,sad,5,4,4,female,all,monologue,sad,sad,False,3.0,1.0,4.0,1.0,1.0,2.0,4.0,,True,train,ravdess,train,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-04-01-01-02-04.wav
heldout_emodb,emodb,ravdess+resd,source_train,utt_000864,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-04-01-02-01-04.wav,03-01-04-01-02-01-04.wav,03-01-04-01-02-01-04,ravdess,english,monologue,acted_controlled,sad,sad,5,4,4,female,all,monologue,sad,sad,False,3.0,1.0,4.0,1.0,2.0,1.0,4.0,,True,train,ravdess,train,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-04-01-02-01-04.wav
heldout_emodb,emodb,ravdess+resd,source_train,utt_000865,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-04-01-02-02-04.wav,03-01-04-01-02-02-04.wav,03-01-04-01-02-02-04,ravdess,english,monologue,acted_controlled,sad,sad,5,4,4,female,all,monologue,sad,sad,False,3.0,1.0,4.0,1.0,2.0,2.0,4.0,,True,train,ravdess,train,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-04-01-02-02-04.wav
heldout_emodb,emodb,ravdess+resd,source_train,utt_000866,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-04-02-01-01-04.wav,03-01-04-02-01-01-04.wav,03-01-04-02-01-01-04,ravdess,english,monologue,acted_controlled,sad,sad,5,4,4,female,all,monologue,sad,sad,False,3.0,1.0,4.0,2.0,1.0,1.0,4.0,,True,train,ravdess,train,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-04-02-01-01-04.wav
heldout_emodb,emodb,ravdess+resd,source_train,utt_000867,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-04-02-01-02-04.wav,03-01-04-02-01-02-04.wav,03-01-04-02-01-02-04,ravdess,english,monologue,acted_controlled,sad,sad,5,4,4,female,all,monologue,sad,sad,False,3.0,1.0,4.0,2.0,1.0,2.0,4.0,,True,train,ravdess,train,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-04-02-01-02-04.wav
heldout_emodb,emodb,ravdess+resd,source_train,utt_000868,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-04-02-02-01-04.wav,03-01-04-02-02-01-04.wav,03-01-04-02-02-01-04,ravdess,english,monologue,acted_controlled,sad,sad,5,4,4,female,all,monologue,sad,sad,False,3.0,1.0,4.0,2.0,2.0,1.0,4.0,,True,train,ravdess,train,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-04-02-02-01-04.wav
heldout_emodb,emodb,ravdess+resd,source_train,utt_000869,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-04-02-02-02-04.wav,03-01-04-02-02-02-04.wav,03-01-04-02-02-02-04,ravdess,english,monologue,acted_controlled,sad,sad,5,4,4,female,all,monologue,sad,sad,False,3.0,1.0,4.0,2.0,2.0,2.0,4.0,,True,train,ravdess,train,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-04-02-02-02-04.wav
heldout_emodb,emodb,ravdess+resd,source_train,utt_000870,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-05-01-01-01-04.wav,03-01-05-01-01-01-04.wav,03-01-05-01-01-01-04,ravdess,english,monologue,acted_controlled,angry,angry,0,4,4,female,all,monologue,angry,angry,False,3.0,1.0,5.0,1.0,1.0,1.0,4.0,,True,train,ravdess,train,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-05-01-01-01-04.wav
heldout_emodb,emodb,ravdess+resd,source_train,utt_000871,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-05-01-01-02-04.wav,03-01-05-01-01-02-04.wav,03-01-05-01-01-02-04,ravdess,english,monologue,acted_controlled,angry,angry,0,4,4,female,all,monologue,angry,angry,False,3.0,1.0,5.0,1.0,1.0,2.0,4.0,,True,train,ravdess,train,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-05-01-01-02-04.wav
heldout_emodb,emodb,ravdess+resd,source_train,utt_000872,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-05-01-02-01-04.wav,03-01-05-01-02-01-04.wav,03-01-05-01-02-01-04,ravdess,english,monologue,acted_controlled,angry,angry,0,4,4,female,all,monologue,angry,angry,False,3.0,1.0,5.0,1.0,2.0,1.0,4.0,,True,train,ravdess,train,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-05-01-02-01-04.wav
heldout_emodb,emodb,ravdess+resd,source_train,utt_000873,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-05-01-02-02-04.wav,03-01-05-01-02-02-04.wav,03-01-05-01-02-02-04,ravdess,english,monologue,acted_controlled,angry,angry,0,4,4,female,all,monologue,angry,angry,False,3.0,1.0,5.0,1.0,2.0,2.0,4.0,,True,train,ravdess,train,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-05-01-02-02-04.wav
heldout_emodb,emodb,ravdess+resd,source_train,utt_000874,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-05-02-01-01-04.wav,03-01-05-02-01-01-04.wav,03-01-05-02-01-01-04,ravdess,english,monologue,acted_controlled,angry,angry,0,4,4,female,all,monologue,angry,angry,False,3.0,1.0,5.0,2.0,1.0,1.0,4.0,,True,train,ravdess,train,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-05-02-01-01-04.wav
heldout_emodb,emodb,ravdess+resd,source_train,utt_000875,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-05-02-01-02-04.wav,03-01-05-02-01-02-04.wav,03-01-05-02-01-02-04,ravdess,english,monologue,acted_controlled,angry,angry,0,4,4,female,all,monologue,angry,angry,False,3.0,1.0,5.0,2.0,1.0,2.0,4.0,,True,train,ravdess,train,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-05-02-01-02-04.wav
heldout_emodb,emodb,ravdess+resd,source_train,utt_000876,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-05-02-02-01-04.wav,03-01-05-02-02-01-04.wav,03-01-05-02-02-01-04,ravdess,english,monologue,acted_controlled,angry,angry,0,4,4,female,all,monologue,angry,angry,False,3.0,1.0,5.0,2.0,2.0,1.0,4.0,,True,train,ravdess,train,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-05-02-02-01-04.wav
heldout_emodb,emodb,ravdess+resd,source_train,utt_000877,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-05-02-02-02-04.wav,03-01-05-02-02-02-04.wav,03-01-05-02-02-02-04,ravdess,english,monologue,acted_controlled,angry,angry,0,4,4,female,all,monologue,angry,angry,False,3.0,1.0,5.0,2.0,2.0,2.0,4.0,,True,train,ravdess,train,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-05-02-02-02-04.wav
heldout_emodb,emodb,ravdess+resd,source_train,utt_000878,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-06-01-01-01-04.wav,03-01-06-01-01-01-04.wav,03-01-06-01-01-01-04,ravdess,english,monologue,acted_controlled,fear,fear,2,4,4,female,all,monologue,fear,fear,False,3.0,1.0,6.0,1.0,1.0,1.0,4.0,,True,train,ravdess,train,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-06-01-01-01-04.wav
heldout_emodb,emodb,ravdess+resd,source_train,utt_000879,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-06-01-01-02-04.wav,03-01-06-01-01-02-04.wav,03-01-06-01-01-02-04,ravdess,english,monologue,acted_controlled,fear,fear,2,4,4,female,all,monologue,fear,fear,False,3.0,1.0,6.0,1.0,1.0,2.0,4.0,,True,train,ravdess,train,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-06-01-01-02-04.wav
heldout_emodb,emodb,ravdess+resd,source_train,utt_000880,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-06-01-02-01-04.wav,03-01-06-01-02-01-04.wav,03-01-06-01-02-01-04,ravdess,english,monologue,acted_controlled,fear,fear,2,4,4,female,all,monologue,fear,fear,False,3.0,1.0,6.0,1.0,2.0,1.0,4.0,,True,train,ravdess,train,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-06-01-02-01-04.wav
heldout_emodb,emodb,ravdess+resd,source_train,utt_000881,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-06-01-02-02-04.wav,03-01-06-01-02-02-04.wav,03-01-06-01-02-02-04,ravdess,english,monologue,acted_controlled,fear,fear,2,4,4,female,all,monologue,fear,fear,False,3.0,1.0,6.0,1.0,2.0,2.0,4.0,,True,train,ravdess,train,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-06-01-02-02-04.wav
heldout_emodb,emodb,ravdess+resd,source_train,utt_000882,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-06-02-01-01-04.wav,03-01-06-02-01-01-04.wav,03-01-06-02-01-01-04,ravdess,english,monologue,acted_controlled,fear,fear,2,4,4,female,all,monologue,fear,fear,False,3.0,1.0,6.0,2.0,1.0,1.0,4.0,,True,train,ravdess,train,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-06-02-01-01-04.wav
heldout_emodb,emodb,ravdess+resd,source_train,utt_000883,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-06-02-01-02-04.wav,03-01-06-02-01-02-04.wav,03-01-06-02-01-02-04,ravdess,english,monologue,acted_controlled,fear,fear,2,4,4,female,all,monologue,fear,fear,False,3.0,1.0,6.0,2.0,1.0,2.0,4.0,,True,train,ravdess,train,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-06-02-01-02-04.wav
heldout_emodb,emodb,ravdess+resd,source_train,utt_000884,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-06-02-02-01-04.wav,03-01-06-02-02-01-04.wav,03-01-06-02-02-01-04,ravdess,english,monologue,acted_controlled,fear,fear,2,4,4,female,all,monologue,fear,fear,False,3.0,1.0,6.0,2.0,2.0,1.0,4.0,,True,train,ravdess,train,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-06-02-02-01-04.wav
heldout_emodb,emodb,ravdess+resd,source_train,utt_000885,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-06-02-02-02-04.wav,03-01-06-02-02-02-04.wav,03-01-06-02-02-02-04,ravdess,english,monologue,acted_controlled,fear,fear,2,4,4,female,all,monologue,fear,fear,False,3.0,1.0,6.0,2.0,2.0,2.0,4.0,,True,train,ravdess,train,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-06-02-02-02-04.wav
heldout_emodb,emodb,ravdess+resd,source_train,utt_000886,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-07-01-01-01-04.wav,03-01-07-01-01-01-04.wav,03-01-07-01-01-01-04,ravdess,english,monologue,acted_controlled,disgust,disgust,1,4,4,female,all,monologue,disgust,disgust,False,3.0,1.0,7.0,1.0,1.0,1.0,4.0,,True,train,ravdess,train,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-07-01-01-01-04.wav
heldout_emodb,emodb,ravdess+resd,source_train,utt_000887,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-07-01-01-02-04.wav,03-01-07-01-01-02-04.wav,03-01-07-01-01-02-04,ravdess,english,monologue,acted_controlled,disgust,disgust,1,4,4,female,all,monologue,disgust,disgust,False,3.0,1.0,7.0,1.0,1.0,2.0,4.0,,True,train,ravdess,train,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-07-01-01-02-04.wav
heldout_emodb,emodb,ravdess+resd,source_train,utt_000888,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-07-01-02-01-04.wav,03-01-07-01-02-01-04.wav,03-01-07-01-02-01-04,ravdess,english,monologue,acted_controlled,disgust,disgust,1,4,4,female,all,monologue,disgust,disgust,False,3.0,1.0,7.0,1.0,2.0,1.0,4.0,,True,train,ravdess,train,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-07-01-02-01-04.wav
heldout_emodb,emodb,ravdess+resd,source_train,utt_000889,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-07-01-02-02-04.wav,03-01-07-01-02-02-04.wav,03-01-07-01-02-02-04,ravdess,english,monologue,acted_controlled,disgust,disgust,1,4,4,female,all,monologue,disgust,disgust,False,3.0,1.0,7.0,1.0,2.0,2.0,4.0,,True,train,ravdess,train,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-07-01-02-02-04.wav
heldout_emodb,emodb,ravdess+resd,source_train,utt_000890,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-07-02-01-01-04.wav,03-01-07-02-01-01-04.wav,03-01-07-02-01-01-04,ravdess,english,monologue,acted_controlled,disgust,disgust,1,4,4,female,all,monologue,disgust,disgust,False,3.0,1.0,7.0,2.0,1.0,1.0,4.0,,True,train,ravdess,train,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-07-02-01-01-04.wav
heldout_emodb,emodb,ravdess+resd,source_train,utt_000891,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-07-02-01-02-04.wav,03-01-07-02-01-02-04.wav,03-01-07-02-01-02-04,ravdess,english,monologue,acted_controlled,disgust,disgust,1,4,4,female,all,monologue,disgust,disgust,False,3.0,1.0,7.0,2.0,1.0,2.0,4.0,,True,train,ravdess,train,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-07-02-01-02-04.wav
heldout_emodb,emodb,ravdess+resd,source_train,utt_000892,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-07-02-02-01-04.wav,03-01-07-02-02-01-04.wav,03-01-07-02-02-01-04,ravdess,english,monologue,acted_controlled,disgust,disgust,1,4,4,female,all,monologue,disgust,disgust,False,3.0,1.0,7.0,2.0,2.0,1.0,4.0,,True,train,ravdess,train,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-07-02-02-01-04.wav
heldout_emodb,emodb,ravdess+resd,source_train,utt_000893,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-07-02-02-02-04.wav,03-01-07-02-02-02-04.wav,03-01-07-02-02-02-04,ravdess,english,monologue,acted_controlled,disgust,disgust,1,4,4,female,all,monologue,disgust,disgust,False,3.0,1.0,7.0,2.0,2.0,2.0,4.0,,True,train,ravdess,train,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_04/03-01-07-02-02-02-04.wav
heldout_emodb,emodb,ravdess+resd,source_train,utt_000894,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_05/03-01-01-01-01-01-05.wav,03-01-01-01-01-01-05.wav,03-01-01-01-01-01-05,ravdess,english,monologue,acted_controlled,neutral,neutral,4,5,5,male,all,monologue,neutral,neutral,False,3.0,1.0,1.0,1.0,1.0,1.0,5.0,,True,train,ravdess,train,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_05/03-01-01-01-01-01-05.wav
heldout_emodb,emodb,ravdess+resd,source_train,utt_000895,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_05/03-01-01-01-01-02-05.wav,03-01-01-01-01-02-05.wav,03-01-01-01-01-02-05,ravdess,english,monologue,acted_controlled,neutral,neutral,4,5,5,male,all,monologue,neutral,neutral,False,3.0,1.0,1.0,1.0,1.0,2.0,5.0,,True,train,ravdess,train,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_05/03-01-01-01-01-02-05.wav
heldout_emodb,emodb,ravdess+resd,source_train,utt_000896,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_05/03-01-01-01-02-01-05.wav,03-01-01-01-02-01-05.wav,03-01-01-01-02-01-05,ravdess,english,monologue,acted_controlled,neutral,neutral,4,5,5,male,all,monologue,neutral,neutral,False,3.0,1.0,1.0,1.0,2.0,1.0,5.0,,True,train,ravdess,train,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_05/03-01-01-01-02-01-05.wav
heldout_emodb,emodb,ravdess+resd,source_train,utt_000897,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_05/03-01-01-01-02-02-05.wav,03-01-01-01-02-02-05.wav,03-01-01-01-02-02-05,ravdess,english,monologue,acted_controlled,neutral,neutral,4,5,5,male,all,monologue,neutral,neutral,False,3.0,1.0,1.0,1.0,2.0,2.0,5.0,,True,train,ravdess,train,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_05/03-01-01-01-02-02-05.wav
heldout_emodb,emodb,ravdess+resd,source_train,utt_000898,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_05/03-01-03-01-01-01-05.wav,03-01-03-01-01-01-05.wav,03-01-03-01-01-01-05,ravdess,english,monologue,acted_controlled,happy,happy,3,5,5,male,all,monologue,happy,happy,False,3.0,1.0,3.0,1.0,1.0,1.0,5.0,,True,train,ravdess,train,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_05/03-01-03-01-01-01-05.wav
heldout_emodb,emodb,ravdess+resd,source_train,utt_000899,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_05/03-01-03-01-01-02-05.wav,03-01-03-01-01-02-05.wav,03-01-03-01-01-02-05,ravdess,english,monologue,acted_controlled,happy,happy,3,5,5,male,all,monologue,happy,happy,False,3.0,1.0,3.0,1.0,1.0,2.0,5.0,,True,train,ravdess,train,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_05/03-01-03-01-01-02-05.wav
heldout_emodb,emodb,ravdess+resd,source_train,utt_000900,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_05/03-01-03-01-02-01-05.wav,03-01-03-01-02-01-05.wav,03-01-03-01-02-01-05,ravdess,english,monologue,acted_controlled,happy,happy,3,5,5,male,all,monologue,happy,happy,False,3.0,1.0,3.0,1.0,2.0,1.0,5.0,,True,train,ravdess,train,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_05/03-01-03-01-02-01-05.wav
heldout_emodb,emodb,ravdess+resd,source_train,utt_000901,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_05/03-01-03-01-02-02-05.wav,03-01-03-01-02-02-05.wav,03-01-03-01-02-02-05,ravdess,english,monologue,acted_controlled,happy,happy,3,5,5,male,all,monologue,happy,happy,False,3.0,1.0,3.0,1.0,2.0,2.0,5.0,,True,train,ravdess,train,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_05/03-01-03-01-02-02-05.wav
heldout_emodb,emodb,ravdess+resd,source_train,utt_000902,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_05/03-01-03-02-01-01-05.wav,03-01-03-02-01-01-05.wav,03-01-03-02-01-01-05,ravdess,english,monologue,acted_controlled,happy,happy,3,5,5,male,all,monologue,happy,happy,False,3.0,1.0,3.0,2.0,1.0,1.0,5.0,,True,train,ravdess,train,/content/drive/MyDrive/New Jurnal Cross/dataset/ravdess/Actor_05/03-01-03-02-01-01-05.wav
